textID,text,selected_text,sentiment,text_length
ed08d2889c,"  You just want to go?? I know the feeling...  I`m ready to head back to the mountains, I won`t go back till July","You just want to go?? I know the feeling...  I`m ready to head back to the mountains, I won`t go back till July",neutral,23
b35d21e894,"absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday",My left shoulder is burnt from yesterday,negative,23
0d232a6ef4,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...,expired.,negative,26
617c2271c2,were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now,bad,negative,21
5f5c162951,"Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.","Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.",neutral,22
9cd1cecf07,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,neutral,21
6e918cbf76,"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",I can easily live,positive,31
4a3e856f67," Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer","Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer",neutral,21
6fc0ed510d,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight","Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",neutral,29
3eacf9d5bc,Can`t sleep rite now because of havin` so much tea!!! 2nite I`ve just failed the test of my Lpi course   Next week i`ll make it better!,Can`t sleep rite now because of havin` so much tea!!! 2nite I`ve just failed the test of my Lpi course   Next week i`ll make it better!,neutral,26
de3ca8af2a,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,not a good song,negative,21
121b097b0b,Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,neutral,27
23304e66c0,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,neutral,25
45ed73e130, I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,neutral,31
f1b5074e93," NOOOO I`ll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. >_>",NOOOO I`ll miss you too much!,negative,25
d77e0100c8," Ah  So you`ve seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)","Ah  So you`ve seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)",neutral,24
206ec390ff," I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though",love,positive,26
ab1061aa7b,Finally eating unagi I`ve been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!,:] AGH I just realized the band playing at Bear Garden today is one I like!,positive,27
a222127ba5," agreed  it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it","agreed  it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it",neutral,24
d7b04db569,schoool time. not doing much this week.  about 20 more days of school and it`s time for NYC!  can`t wait for the last day of school.,can`t wait for the last day of school.,positive,26
7c099b8f76,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,neutral,22
62e59eaac2, I was going to go to london for a week then had to change my ticket! I would have been there right now,I was going to go to london for a week then had to change my ticket! I would have been there right now,neutral,23
aaddf3e471,_steph boo  I miss you! It`s been ages. Once I get Internet back I`ll try to fix ALO haha it likes to act up from time to time...,_steph boo  I miss you! It`s been ages. Once I get Internet back I`ll try to fix ALO haha it likes to act up from time to time...,neutral,28
532af02150,Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!,sore throat now  dammit,negative,28
0a7bcd83f5,my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for **** he does.,irritating.,negative,26
84f7577f9c, You have arthritis in them?  Really??  Poor you  That would be painful - but you can`t be that old.  How many squats did u do,be painf,negative,25
ce32c34cbf,Right now at my second gig !!! Sippinn on guess whut ? Water  we sta focused we are on the job,Water  we sta focused we are on the job,positive,21
c2df75904a,happy mother`s day  & later on i can`t wait to see _day26 in concert. lol. well ima see all of day 26 but i like him the most ;D,happy mother`s day,positive,29
65fea7aeef,turning in.  it`s been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.,turning in.  it`s been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.,neutral,27
5ebc570c08," yeah. because i`ll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend","yeah. because i`ll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend",neutral,24
e11a468393," get better omg i still dont believe that i didn`tgot a picture with you  it`s soo sad, i don`t now when i`m gonna see u again",s soo sad,negative,26
a3a78146c8, My dream was about hanging out with all my friends. It was good until I woke up and they weren`t there.,It was good until I woke up and they weren`t there.,neutral,21
b3fa6e62e2,is looking forward to tonight`s dinner date with Mom; is gymming this afternoon; started 'bawas kanin' (less rice) movement; is celibate.,is looking forward to tonight`s dinner date with Mom; is gymming this afternoon; started 'bawas kanin' (less rice) movement; is celibate.,neutral,21
5e8c135a76, alright - was only joking - I just said no wine here  - fool me maybe? - I don;t like drinking,- I don;t like drinking,negative,21
acd7baeab3," why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan","very adoring fan,",positive,24
758a1edf62,I have assignment due by midnight in professional writing class & I really wish I was already done with it Luv writing thought Id like it,I really wish I was already done with it Luv writing thought Id like it,positive,26
9f2e24129d,Steam Punlk fashion show at Anime North and for the first year since TorCon we aren`t back til  & missed it,missed it,negative,21
d970190769,_Mak request me on bbm & send all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,Mak request me on bbm & send all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,neutral,26
458a36f95d, DANG i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,best.,positive,24
a724e66bd0,Not in a good mood.  My mama`s away with my sis so can`t talk to either of them and my boy can`t see me this weekend as planned.,Not in a good mood.,negative,28
9ccb1bcd26," Ha Thats good. Thats why I love my boys, cos they never stir up the hatred that the mighty red scum do  Everyone loves City","Ha Thats good. Thats why I love my boys,",positive,25
2ef17bd974,sorry dunners just saw your tweet! totally let you down im so sorry babe  was at work till 8.30 very boooooo,boooooo,negative,21
5adf15c2b0,"desktop quad-core Win7 boot time = 2`25', laptop dual-core w/ SSD Win7 boot time = 0` 13' => SSD for desktop arrives in 2 days","desktop quad-core Win7 boot time = 2`25', laptop dual-core w/ SSD Win7 boot time = 0` 13' => SSD for desktop arrives in 2 days",neutral,25
6c7eaf4474,needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,neutral,27
b5e818bb1d,Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don`t worry about me. I`ll be ok.,I`ll be ok.,positive,28
998af5bf96, y does it hurt so much? i can`t even chew gum.  i`ve lost so much weight because i can`t even eat,y does it hurt so much?,negative,21
637c61cb05," Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream","Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream",neutral,25
